Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado,latitud,longitud,direccion
JUSTO Y BUENO ACACIAS,VILLAVICENCIO,320495,2017/09/11,ACTIVA,2021/03/26,2021,4.1410403,-73.6392357,"Cra. 40 #27-36, Villavicencio, Meta, Colombia"
JUSTO Y BUENO ANZOATEGUI TOLIMA,IBAGUE,321444,2020/09/30,ACTIVA,2021/03/25,2021,4.873228,-75.1732825,"Cra. 10 # 3-01, Murillo, Tolima, Colombia"
JUSTO Y BUENO ARMERO GUAYABAL TOLIMA,HONDA,69922,2020/10/06,ACTIVA,2021/01/25,2021,5.0279037,-74.88919820000001,"Cra. 6 # 6 - 72, Guayabal, Armero, Tolima, Colombia"
JUSTO Y BUENO ATLANTICO CAMPO DE LA CRUZ,BARRANQUILLA,776096,2020/12/01,ACTIVA,2021/03/31,2021,10.379864,-74.8823374,"Cl. 6 # 9 - 05, Campo de La Cruz, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO GALAPA BARRIO ARRIBA,BARRANQUILLA,776098,2020/12/01,ACTIVA,2021/03/31,2021,10.8952696,-74.88662310000001,"Cl. 11 # 14-43, Galapa, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO JUAN DE ACOSTA,BARRANQUILLA,737800,2019/06/26,ACTIVA,2021/03/31,2021,10.829092,-75.03585799999999,"Juan de Acosta, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO PONEDERA,BARRANQUILLA,751053,2019/11/29,CANCELADA,2021/03/31,2021,10.6419563,-74.75209749999999,"Cl. 18 # 14 - 21, Ponedera, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO PUERTO COLOMBIA CRA 10,BARRANQUILLA,744902,2019/09/13,CANCELADA,2021/03/31,2021,10.9904131,-74.9542775,"Cra. 10 # 4 - 81, Puerto Colombia, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO PUERTO COLOMBIA LA VICTORIA,BARRANQUILLA,739259,2019/07/12,ACTIVA,2021/03/31,2021,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO SABANALARGA AV. BOGOTA,BARRANQUILLA,776112,2020/12/01,ACTIVA,2021/03/31,2021,10.6371377,-74.9237705,"Cra. 23 # 26 - 23, Sabanalarga, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO SUAN,BARRANQUILLA,739266,2019/07/12,CANCELADA,2021/03/31,2021,10.3344104,-74.87848509999999,"Cl. 3 # 15 - 30, Suan, Atlántico, Colombia"
JUSTO Y BUENO ATLANTICO VILLAS DE SOLEDAD,BARRANQUILLA,737794,2019/06/26,ACTIVA,2021/03/31,2021,10.9145578,-74.76627049999999,"Cl. 18 # 17 - 15, San Antonio, Soledad, Atlántico, Colombia"
JUSTO Y BUENO BARANOA MANZANARES,BARRANQUILLA,755886,2020/02/06,ACTIVA,2021/03/31,2021,10.8053623,-74.9154133,"Cra. 19 #10-21, Baranoa, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA 51B,BARRANQUILLA,771246,2020/10/09,ACTIVA,2021/03/31,2021,11.0040612,-74.8136753,"Cra. 51B # 80 -99, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA 7 DE ABRIL,BARRANQUILLA,776000,2020/11/30,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA ALTOS DE LA CEIBA,BARRANQUILLA,737796,2019/06/26,ACTIVA,2021/03/31,2021,10.9858184,-74.79674340000001,"Av. 20 de Julio #59-41, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA AVENIDA LAS TORRES,BARRANQUILLA,735096,2019/05/24,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA BOSTON CALLE 64,BARRANQUILLA,761249,2020/06/11,ACTIVA,2021/03/31,2021,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA BOSTON CALLE 64,BARRANQUILLA,761341,2020/06/12,CANCELADA,2020/06/12,2020,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CALLE 109,BARRANQUILLA,761868,2020/06/19,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CALLE 17,BARRANQUILLA,774902,2020/11/18,CANCELADA,2021/03/31,2021,10.9567906,-74.77419499999999,"Cl. 17 # 18 -04, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CALLE 19,BARRANQUILLA,767239,2020/09/01,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CALLE 72,BARRANQUILLA,774215,2020/11/09,ACTIVA,2021/03/31,2021,11.0014984,-74.7979162,"Cl 72 # 58 - 52, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CALLE 76,BARRANQUILLA,751491,2019/12/06,CANCELADA,2020/03/24,2020,10.9970176,-74.8098021,"Cl. 76 # 46 - 30, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CALLE 84,BARRANQUILLA,735109,2019/05/24,ACTIVA,2021/03/31,2021,11.012723,-74.81034,"Cl. 84 #no. 64B 15 l-01, Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CALLE 93,BARRANQUILLA,744895,2019/09/13,ACTIVA,2021/03/31,2021,11.0029411,-74.82731679999999,"Cl. 93 # 43 - 138, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CARRERA 27,BARRANQUILLA,763785,2020/07/23,ACTIVA,2021/03/31,2021,10.9752284,-74.8026005,"Cra. 27 # 59-43, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CARRERA 47,BARRANQUILLA,771331,2020/10/09,ACTIVA,2021/03/31,2021,10.9917584,-74.7953916,"Cra. 47 # 60-39, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CARRERA 53,BARRANQUILLA,776095,2020/12/01,CANCELADA,2021/03/31,2021,11.0077945,-74.81661369999999,"Cra. 53 # 84-80, Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CARRIZAL,BARRANQUILLA,774341,2020/11/10,ACTIVA,2021/03/31,2021,10.9393034,-74.8037619,"Cra 4 # 49b-107, Metropolitana, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CENTRO CALLE 38,BARRANQUILLA,771355,2020/10/09,ACTIVA,2021/03/31,2021,10.9462824,-74.79776290000001,"Cra. 8 # 42B-10 Local 101, El Campito, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CIRCUNVALAR,BARRANQUILLA,774338,2020/11/10,CANCELADA,2021/03/31,2021,10.9557361,-74.8366084,"Parquedustrial Caribe Verde, Av. Circunvalar, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CIUDAD JARDIN,BARRANQUILLA,763630,2020/07/22,ACTIVA,2021/03/31,2021,10.9930883,-74.81383269999999,"Cra 42b # 76 - 95, Las Mercedes, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CIUDADELA,BARRANQUILLA,755816,2020/02/06,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CLL 74 NOTARIA,BARRANQUILLA,739264,2019/07/12,ACTIVA,2021/03/31,2021,10.9963137,-74.80746859999999,"Cra. 47 #74-35 Oficina 203, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CLLE 84,BARRANQUILLA,733794,2019/05/09,CANCELADA,2019/05/09,2019,11.012723,-74.81034,"Cl. 84 #no. 64B 15 l-01, Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CONIDEC,BARRANQUILLA,747984,2019/10/23,ACTIVA,2021/03/31,2021,10.9858184,-74.79674340000001,"Av. 20 de Julio #59-41, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CR 50,BARRANQUILLA,751054,2019/11/29,ACTIVA,2021/03/31,2021,10.9995049,-74.817082,"Cl. 82 #44-52, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CR 60,BARRANQUILLA,751050,2019/11/29,ACTIVA,2021/03/31,2021,11.0014046,-74.7963699,"Cra. 60 # 70 - 31, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CRA 43 CON CALLE 45,BARRANQUILLA,742735,2019/08/22,CANCELADA,2020/03/24,2020,10.9819104,-74.7820277,"CALLE 40 CRA 43 #41-117 Y 40-11-27 EDIFI, Cl. 45 # 43 - 12, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA CRA 8,BARRANQUILLA,764051,2020/07/17,ACTIVA,2021/03/31,2021,10.9462824,-74.79776290000001,"Cra. 8 # 42B-10 Local 101, El Campito, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA EL MERCADO,BARRANQUILLA,751051,2019/11/29,CANCELADA,2019/11/29,2019,10.9902127,-74.80414979999999,"Av. 20 de Julio # 69-158, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA EL POBLADO CRA 51B,BARRANQUILLA,739255,2019/07/12,CANCELADA,2019/07/12,2019,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA EL ROSARIO,BARRANQUILLA,747987,2019/10/23,ACTIVA,2021/03/31,2021,10.9818203,-74.7755629,"Cl. 30 # 43-79, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA EL SILENCIO,BARRANQUILLA,763586,2020/07/21,ACTIVA,2021/03/31,2021,10.9791628,-74.8162001,"Cra. 26c # 75 - 07, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA EL VALLE,BARRANQUILLA,751313,2019/12/04,ACTIVA,2021/03/31,2021,3.4795337,-76.4995816,"Calle 70, Cra. 1 Bis #21 #, Cali, Valle del Cauca, Colombia"
JUSTO Y BUENO BARRANQUILLA GRANADILLO CARRERA 43,BARRANQUILLA,776097,2020/12/01,CANCELADA,2021/03/31,2021,10.9995049,-74.817082,"Cl. 82 #44-52, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA 21,BARRANQUILLA,751055,2019/11/29,ACTIVA,2021/03/31,2021,10.9687555,-74.83819079999999,"Cra. 21 # 110, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA CAMPIÑA,BARRANQUILLA,744896,2019/09/13,CANCELADA,2019/09/13,2019,11.0029411,-74.82731679999999,"Cl. 93 # 43 - 138, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA CAMPIÑA,BARRANQUILLA,751046,2019/11/29,CANCELADA,2021/03/31,2021,11.0029411,-74.82731679999999,"Cl. 93 # 43 - 138, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA CONCEPCION,BARRANQUILLA,744903,2019/09/13,ACTIVA,2021/03/31,2021,11.0089845,-74.7981516,"Cl. 76 # 66 - 50, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA CONCEPCION,BARRANQUILLA,751052,2019/11/29,CANCELADA,2019/11/29,2019,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA FLORIDA,BARRANQUILLA,742731,2019/08/22,ACTIVA,2021/03/31,2021,10.98562,-74.8217236,"Cra. 38 #80C - 23, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA MANGA,BARRANQUILLA,765553,2020/08/13,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA PRADERA,BARRANQUILLA,765551,2020/08/13,ACTIVA,2021/03/31,2021,10.9782961,-74.8371508,"Cl. 111 # 31-05 LOTE A, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LA VICTORIA,BARRANQUILLA,758221,2020/03/05,ACTIVA,2021/03/31,2021,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LAS AMERICAS,BARRANQUILLA,755324,2020/02/03,CANCELADA,2020/02/03,2020,10.9393034,-74.8037619,"Cra 4 # 49b-107, Metropolitana, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LAS AMERICAS,BARRANQUILLA,775970,2020/11/30,CANCELADA,2021/03/31,2021,10.9393034,-74.8037619,"Cra 4 # 49b-107, Metropolitana, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LAS DELICIAS,BARRANQUILLA,771354,2020/10/09,ACTIVA,2021/03/31,2021,10.9848469,-74.8085194,"Cra. 38 # 70 - 50, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LAS ESTRELLAS,BARRANQUILLA,772550,2020/10/22,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LAS MERCEDES,BARRANQUILLA,767244,2020/09/01,CANCELADA,2021/03/31,2021,10.9930883,-74.81383269999999,"Cra 42b # 76 - 95, Las Mercedes, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LAS NIEVES,BARRANQUILLA,737792,2019/06/26,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LOS ANDES CARRERA 25,BARRANQUILLA,776111,2020/12/01,CANCELADA,2021/03/31,2021,10.9724395,-74.801626,"Cra. 25 # 57-24, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LOS MONTES,BARRANQUILLA,763587,2020/07/21,ACTIVA,2021/03/31,2021,11.0180538,-74.8649001,"CRA 30 1 18 41 LOC 39-40, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA LOS NOGALES,BARRANQUILLA,758256,2020/03/05,ACTIVA,2021/03/31,2021,10.9939545,-74.82480799999999,"Cl. 84 # 42B - 11, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA MERCADO CALLE 30,BARRANQUILLA,765555,2020/08/13,CANCELADA,2021/03/31,2021,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA MURILLO CARRERA 33,BARRANQUILLA,742720,2019/08/22,ACTIVA,2021/03/31,2021,4.1410403,-73.6392357,"Cra. 40 #27-36, Villavicencio, Meta, Colombia"
JUSTO Y BUENO BARRANQUILLA OLAYA CALLE 71,BARRANQUILLA,751049,2019/11/29,ACTIVA,2021/03/31,2021,10.9811123,-74.81078140000001,"Cl. 71 #32 - 09, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA PARAISO,BARRANQUILLA,765550,2020/08/13,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA PARQUE GOLF,BARRANQUILLA,775995,2020/11/30,CANCELADA,2021/03/31,2021,10.9902127,-74.80414979999999,"Av. 20 de Julio # 69-158, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA PARQUE SURI SALCEDO,BARRANQUILLA,755887,2020/02/06,CANCELADA,2020/02/06,2020,10.993748,-74.8036903,"Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA PRADO 75,BARRANQUILLA,767238,2020/09/01,CANCELADA,2020/09/01,2020,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA PRADO CRA 53,BARRANQUILLA,735229,2019/05/24,CANCELADA,2019/05/24,2019,11.0077945,-74.81661369999999,"Cra. 53 # 84-80, Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA RECREO CR 43,BARRANQUILLA,737802,2019/06/26,ACTIVA,2021/03/31,2021,10.9811123,-74.81078140000001,"Cl. 71 #32 - 09, Suroccidente, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA RIOMAR 84,BARRANQUILLA,775992,2020/11/30,CANCELADA,2021/03/31,2021,11.00444,-74.8179589,"Cl. 84 # 50 - 37, Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA SAN FELIPE,BARRANQUILLA,775980,2020/11/30,ACTIVA,2021/03/31,2021,10.9995049,-74.817082,"Cl. 82 #44-52, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA SAN JOSE,BARRANQUILLA,731874,2019/04/12,ACTIVA,2021/03/31,2021,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA SAN MARTIN,BARRANQUILLA,763631,2020/07/22,ACTIVA,2021/03/31,2021,3.697314899999999,-73.69859129999999,"Cl. 10 #5-51, San Martín, Meta, Colombia"
JUSTO Y BUENO BARRANQUILLA SANTO DOMINGO,BARRANQUILLA,742719,2019/08/22,ACTIVA,2021/03/31,2021,4.7569241,-74.06432339999999,"Cl. 170 #N° 64-47, Suba, Bogotá, Cundinamarca, Colombia"
JUSTO Y BUENO BARRANQUILLA TORCOROMA,BARRANQUILLA,748982,2019/11/06,CANCELADA,2020/03/24,2020,11.00444,-74.8179589,"Cl. 84 # 50 - 37, Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA UNIVERSAL,BARRANQUILLA,776643,2020/12/09,ACTIVA,2021/03/31,2021,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA URBANIZACION LA PLAYA,BARRANQUILLA,751048,2019/11/29,ACTIVA,2021/03/31,2021,10.9526611,-74.774012,"Cl. 17 #13-35, Sur Orient, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA VIEJO PRADO,BARRANQUILLA,735127,2019/05/24,CANCELADA,2019/05/24,2019,10.9905666,-74.790992,"Cra. 50 # 54 - 29, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA VILLA CAROLINA,BARRANQUILLA,735097,2019/05/24,ACTIVA,2021/03/31,2021,11.0178144,-74.8132397,"Cl. 87 #65-08 casa 101, Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA VILLA SANTOS,BARRANQUILLA,730486,2019/04/01,ACTIVA,2021/03/31,2021,11.0141086,-74.8365488,"Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BARRANQUILLA VILLA SANTOS,BARRANQUILLA,731846,2019/04/12,CANCELADA,2019/04/12,2019,11.0141086,-74.8365488,"Riomar, Barranquilla, Atlántico, Colombia"
JUSTO Y BUENO BOLIVAR CALAMAR,CARTAGENA,41894002,2019/06/27,ACTIVA,2021/03/26,2021,10.2544186,-74.91244329999999,"Cra. 2 #19-07, Calamar, Bolívar, Colombia"
JUSTO Y BUENO BOLIVAR CARMEN DE BOLIVAR CALLE 24,CARTAGENA,44343202,2020/12/09,ACTIVA,2021/03/26,2021,9.7169178,-75.1235008,"Cl. 24 #48-95, El Carmen de Bolívar, El Cármen de Bolívar, Bolívar, Colombia"
JUSTO Y BUENO BOLIVAR EL CARMEN DE BOLIVAR,CARTAGENA,42562702,2019/11/06,CANCELADA,2020/03/27,2020,9.7169178,-75.1235008,"Cl. 24 #48-95, El Carmen de Bolívar, El Cármen de Bolívar, Bolívar, Colombia"
JUSTO Y BUENO BOLIVAR MARIA LA BAJA,CARTAGENA,44327602,2020/12/04,ACTIVA,2021/03/26,2021,9.9836972,-75.3019783,"Plaza Principal, Cra. 14 #19-05, María La Baja, Bolívar, Colombia"
JUSTO Y BUENO BOLIVAR SAN JACINTO,CARTAGENA,42519302,2019/10/23,ACTIVA,2021/03/26,2021,9.828615,-75.1219033,"Cl. 21 # 42 - 74, San Jacinto, Bolívar, Colombia"
JUSTO Y BUENO CAGUAN NEIVA,HUILA,309742,2018/02/22,ACTIVA,2021/03/10,2021,2.8644939,-75.2334757,"Caguán, Neiva, Huila, Colombia"
JUSTO Y BUENO CARTAGENA 13 DE JUNIO,CARTAGENA,42674002,2019/12/05,ACTIVA,2021/03/26,2021,10.4042482,-75.4814037,"Dg 32A #29-118, Ricaurte, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA BAZURTO,CARTAGENA,41657402,2019/05/17,ACTIVA,2021/03/26,2021,10.4131463,-75.52220109999999,"Cra. 29 #30-27, La Quinta, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA BLAS DE LEZO,CARTAGENA,41749302,2019/06/05,ACTIVA,2021/03/26,2021,10.389985,-75.4861755,"Cra. 68 #27B-10, San Pedro, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA BOCAGRANDE CR3.,CARTAGENA,42674902,2019/12/05,ACTIVA,2021/03/26,2021,10.403395,-75.55362199999999,"Cra. 3 # 8 - 66, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA BRUSELAS,CARTAGENA,41358602,2019/03/29,ACTIVA,2021/03/26,2021,10.4024191,-75.5194393,"a 42-111, Dg. 22 #42-1, Cartagena de Indias, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA CARRERA 4 BOCAGRANDE.,CARTAGENA,44325202,2020/12/04,CANCELADA,2021/03/26,2021,10.3993234,-75.55664279999999,"Cra. 4 # 5A - 53, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA CASTILLO SAN FELIPE,CARTAGENA,44036102,2020/10/19,ACTIVA,2021/03/26,2021,10.4245616,-75.5381711,"Cra. 17 # 32-30, Espinal, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA CRESPO CALLE 70,CARTAGENA,43854302,2020/09/18,ACTIVA,2021/03/26,2021,10.4478402,-75.5172756,"Cl. 7a # 6-38, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA EL CABRERO,CARTAGENA,42332602,2019/09/17,ACTIVA,2021/03/26,2021,10.4330685,-75.5411551,"Cra. 2 # 41 - 328, Barrio El Cabrero, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA EL CAMPESTRE,CARTAGENA,43167902,2020/03/12,ACTIVA,2021/03/26,2021,10.3772255,-75.49989719999999,"Cl. 10 # 56B - 277, Vista Hermosa, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA EL RECREO,CARTAGENA,42784802,2020/01/14,ACTIVA,2021/03/26,2021,10.3867092,-75.4721362,"Calle 31 A # 80D - 27, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA GETSEMANI,CARTAGENA,44216502,2020/11/17,ACTIVA,2021/03/26,2021,10.3949731,-75.48950289999999,"Dg. 30b # 63 - 43, Chipre, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA LA CASTELLANA,CARTAGENA,42674602,2019/12/05,ACTIVA,2021/03/26,2021,10.3949731,-75.48950289999999,"Dg. 30b # 63 - 43, Chipre, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA LA CONSOLATA,CARTAGENA,44066302,2020/10/22,ACTIVA,2021/03/26,2021,10.3753633,-75.4808394,"Cra. 78 # 6A - 17, La Consolata, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA LA MARIA,CARTAGENA,41792102,2019/06/11,ACTIVA,2021/03/26,2021,10.417798,-75.5197524,"Cra. 30 #41A-27, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA LAS RAMBLAS,CARTAGENA,42692302,2019/12/11,ACTIVA,2021/03/26,2021,10.3753633,-75.4808394,"Cra. 78 # 6A - 17, La Consolata, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA SAN FERNANDO,CARTAGENA,42674802,2019/12/05,ACTIVA,2021/03/26,2021,10.3792304,-75.47902839999999,"Cl. 15 # 80B - 08, San Fernando, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CARTAGENA SAN PEDRO MARTIR,CARTAGENA,44322802,2020/12/04,ACTIVA,2021/03/26,2021,10.3765333,-75.4909802,"Cra 65A #68A 08, La Gloria, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
JUSTO Y BUENO CASABIANCA TOLIMA,HONDA,70472,2020/12/01,ACTIVA,2021/01/25,2021,5.1215281,-75.02216779999999,"Cra. 3 # 4 39, Casabianca, Palocabildo, Tolima, Colombia"
JUSTO Y BUENO CEDI CALLE 13,FACATATIVA,155580,2021/08/23,ACTIVA,2021/08/23,2021,4.634463999999999,-74.1155212,"Cl. 13 #65-21, Bogotá, Colombia"
JUSTO Y BUENO CIENAGA EL OBRERO,SANTA MARTA PARA EL MAGDALENA,231881,2020/08/18,CANCELADA,2021/03/30,2021,11.0001886,-74.2460863,"Cl. 29 # 17-40, Ciénaga, Magdalena, Colombia"
JUSTO Y BUENO CIENAGA TRONCAL,SANTA MARTA PARA EL MAGDALENA,223684,2019/12/09,CANCELADA,2021/03/30,2021,11.0056688,-74.2431124,"Cl. 20 # 21 - 69, Ciénaga, Magdalena, Colombia"
